   0 816.6  66.4 2067
   1 813.3  69.7 2064
   2 809.8  73.2 2066
   3 806.5  76.5 2065
   4 803.0  80.0 2867
   5 799.7  83.3 2864
   6 796.2  86.8 2866
   7 792.9  90.1 2865
   8 787.9  95.1 2355
   9 784.6  98.4 2352
  10 781.2 101.8 2354
  11 777.9 105.1 2353
  12 774.5 108.5 2003
  13 771.2 111.8 2000
  14 767.7 115.3 2002
  15 764.4 118.6 2001
  16 759.6 123.4 2611
  17 756.4 126.6 2608
  18 753.0 130.0 2610
  19 749.8 133.2 2609
  20 746.4 136.6 2323
  21 743.1 139.9 2320
  22 739.7 143.3 2322
  23 736.5 146.5 2321
  24 731.8 151.2 2291
  25 728.6 154.4 2288
  26 725.3 157.7 2290
  27 722.1 160.9 2289
  28 718.8 164.2 2579
  29 715.6 167.4 2576
  30 712.3 170.7 2578
  31 709.1 173.9 2577
  32 704.6 178.4 2035
  33 701.5 181.5 2032
  34 698.2 184.8 2034
  35 695.1 187.9 2033
  36 691.8 191.2 2643
  37 688.7 194.3 2640
  38 685.5 197.5 2642
  39 682.4 200.6 2641
  40 678.0 205.0 2931
  41 675.0 208.0 2928
  42 671.8 211.2 2930
  43 668.7 214.3 2929
  44 665.6 217.4 2899
  45 662.5 220.5 2896
  46 659.4 223.6 2898
  47 656.3 226.7 2897
  48 652.2 230.8 2071
  49 649.2 233.8 2068
  50 646.1 236.9 2070
  51 643.1 239.9 2069
  52 640.0 243.0 2871
  53 637.1 245.9 2868
  54 634.0 249.0 2870
  55 631.0 252.0 2869
  56 627.1 255.9 2359
  57 624.2 258.8 2356
  58 621.2 261.8 2358
  59 618.3 264.7 2357
  60 615.3 267.7 2007
  61 612.4 270.6 2004
  62 609.4 273.6 2006
  63 606.5 276.5 2005
  64 602.7 280.3 2615
  65 599.9 283.1 2612
  66 597.0 286.0 2614
  67 594.2 288.8 2613
  68 591.2 291.8 2327
  69 588.4 294.6 2324
  70 585.5 297.5 2326
  71 582.8 300.2 2325
  72 579.2 303.8 2295
  73 576.4 306.6 2292
  74 573.6 309.4 2294
  75 570.8 312.2 2293
  76 568.0 315.0 2583
  77 565.3 317.7 2580
  78 562.5 320.5 2582
  79 559.8 323.2 2581
  80 556.4 326.6 2039
  81 553.7 329.3 2036
  82 550.9 332.1 2038
  83 548.3 334.7 2037
  84 545.5 337.5 2647
  85 542.9 340.1 2644
  86 540.2 342.8 2646
  87 537.5 345.5 2645
  88 534.3 348.7 2935
  89 531.7 351.3 2932
  90 529.0 354.0 2934
  91 526.4 356.6 2933
  92 523.8 359.2 2903
  93 521.2 361.8 2900
  94 518.6 364.4 2902
  95 516.0 367.0 2901
  96 512.9 370.1 2075
  97 510.4 372.6 2072
  98 507.8 375.2 2074
  99 505.3 377.7 2073
 100 502.8 380.2 2875
 101 500.3 382.7 2872
 102 497.7 385.3 2874
 103 495.3 387.7 2873
 104 492.3 390.7 2363
 105 489.9 393.1 2360
 106 487.4 395.6 2362
 107 484.9 398.1 2361
 108 482.5 400.5 2011
 109 480.0 403.0 2008
 110 477.6 405.4 2010
 111 475.2 407.8 2009
 112 472.4 410.6 2619
 113 470.0 413.0 2616
 114 467.6 415.4 2618
 115 465.2 417.8 2617
 116 462.8 420.2 2331
 117 460.5 422.5 2328
 118 458.1 424.9 2330
 119 455.8 427.2 2329
 120 453.1 429.9 2299
 121 450.8 432.2 2296
 122 448.4 434.6 2298
 123 446.1 436.9 2297
 124 443.8 439.2 2587
 125 441.5 441.5 2584
 126 439.2 443.8 2586
 127 437.0 446.0 2585
 128 434.4 448.6 2043
 129 432.2 450.8 2040
 130 429.9 453.1 2042
 131 427.7 455.3 2041
 132 425.4 457.6 2651
 133 423.2 459.8 2648
 134 421.0 462.0 2650
 135 418.8 464.2 2649
 136 416.4 466.6 2939
 137 414.2 468.8 2936
 138 412.0 471.0 2938
 139 409.8 473.2 2937
 140 407.7 475.3 2907
 141 405.5 477.5 2904
 142 403.4 479.6 2906
 143 401.3 481.7 2905
 144 398.9 484.1 2079
 145 396.8 486.2 2076
 146 394.7 488.3 2078
 147 392.6 490.4 2077
 148 390.4 492.6 2879
 149 388.4 494.6 2876
 150 386.3 496.7 2878
 151 384.2 498.8 2877
 152 382.0 501.0 2367
 153 379.9 503.1 2364
 154 377.9 505.1 2366
 155 375.8 507.2 2365
 156 373.8 509.2 2015
 157 371.8 511.2 2012
 158 369.7 513.3 2014
 159 367.8 515.2 2013
 160 365.6 517.4 2623
 161 363.6 519.4 2620
 162 361.6 521.4 2622
 163 359.6 523.4 2621
 164 357.6 525.4 2335
 165 355.7 527.3 2332
 166 353.7 529.3 2334
 167 351.8 531.2 2333
 168 349.7 533.3 2303
 169 347.8 535.2 2300
 170 345.8 537.2 2302
 171 343.9 539.1 2301
 172 342.0 541.0 2591
 173 340.1 542.9 2588
 174 338.2 544.8 2590
 175 336.3 546.7 2589
 176 334.3 548.7 2047
 177 332.4 550.6 2044
 178 330.6 552.4 2046
 179 328.7 554.3 2045
 180 326.8 556.2 2655
 181 325.0 558.0 2652
 182 323.1 559.9 2654
 183 321.3 561.7 2653
 184 319.4 563.6 2943
 185 317.6 565.4 2940
 186 315.7 567.3 2942
 187 313.9 569.1 2941
 188 312.1 570.9 2911
 189 310.3 572.7 2908
 190 308.5 574.5 2910
 191 306.8 576.2 2909
 192 304.9 578.1 2083
 193 303.2 579.8 2080
 194 301.4 581.6 2082
 195 299.6 583.4 2081
 196 297.9 585.1 2883
 197 296.1 586.9 2880
 198 294.4 588.6 2882
 199 292.7 590.3 2881
 200 290.9 592.1 2371
 201 289.2 593.8 2368
 202 287.4 595.6 2370
 203 285.8 597.2 2369
 204 284.0 599.0 2019
 205 282.4 600.6 2016
 206 280.7 602.3 2018
 207 279.0 604.0 2017
 208 277.3 605.7 2627
 209 275.6 607.4 2624
 210 273.9 609.1 2626
 211 272.3 610.7 2625
 212 270.6 612.4 2339
 213 269.0 614.0 2336
 214 267.3 615.7 2338
 215 265.8 617.2 2337
 216 264.1 618.9 2307
 217 262.5 620.5 2304
 218 260.8 622.2 2306
 219 259.2 623.8 2305
 220 257.6 625.4 2595
 221 256.0 627.0 2592
 222 254.4 628.6 2594
 223 252.9 630.1 2593
 224 251.3 631.7 2051
 225 249.7 633.3 2048
 226 248.1 634.9 2050
 227 246.6 636.4 2049
 228 245.0 638.0 2659
 229 243.5 639.5 2656
 230 241.9 641.1 2658
 231 240.4 642.6 2657
 232 238.9 644.1 2947
 233 237.3 645.7 2944
 234 235.8 647.2 2946
 235 234.3 648.7 2945
 236 232.8 650.2 2915
 237 231.3 651.7 2912
 238 229.8 653.2 2914
 239 228.3 654.7 2913
 240 226.8 656.2 2087
 241 225.3 657.7 2084
 242 223.8 659.2 2086
 243 222.4 660.6 2085
 244 220.9 662.1 2887
 245 219.5 663.5 2884
 246 218.0 665.0 2886
 247 216.6 666.4 2885
 248 215.1 667.9 2375
 249 213.7 669.3 2372
 250 212.2 670.8 2374
 251 210.8 672.2 2373
 252 209.4 673.6 2023
 253 208.0 675.0 2020
 254 206.6 676.4 2022
 255 205.2 677.8 2021
 256 203.8 679.2 2631
 257 202.4 680.6 2628
 258 201.0 682.0 2630
 259 199.6 683.4 2629
 260 198.3 684.7 2343
 261 196.9 686.1 2340
 262 195.5 687.5 2342
 263 194.2 688.8 2341
 264 192.9 690.1 2311
 265 191.5 691.5 2308
 266 190.2 692.8 2310
 267 188.8 694.2 2309
 268 187.5 695.5 2599
 269 186.2 696.8 2596
 270 184.8 698.2 2598
 271 183.6 699.4 2597
 272 182.3 700.7 2055
 273 181.0 702.0 2052
 274 179.6 703.4 2054
 275 178.4 704.6 2053
 276 177.0 706.0 2663
 277 175.8 707.2 2660
 278 174.5 708.5 2662
 279 173.3 709.7 2661
 280 172.0 711.0 2951
 281 170.8 712.2 2948
 282 169.5 713.5 2950
 283 168.2 714.8 2949
 284 167.0 716.0 2919
 285 165.8 717.2 2916
 286 164.5 718.5 2918
 287 163.3 719.7 2917
 288 162.1 720.9 2091
 289 160.9 722.1 2088
 290 159.7 723.3 2090
 291 158.5 724.5 2089
 292 157.2 725.8 2891
 293 156.1 726.9 2888
 294 154.9 728.1 2890
 295 153.7 729.3 2889
 296 152.6 730.4 2379
 297 151.4 731.6 2376
 298 150.2 732.8 2378
 299 149.0 734.0 2377
 300 147.9 735.1 2027
 301 146.7 736.3 2024
 302 145.6 737.4 2026
 303 144.5 738.5 2025
 304 143.4 739.6 2635
 305 142.2 740.8 2632
 306 141.1 741.9 2634
 307 140.0 743.0 2633
 308 138.8 744.2 2347
 309 137.7 745.3 2344
 310 136.6 746.4 2346
 311 135.6 747.4 2345
 312 134.5 748.5 2315
 313 133.4 749.6 2312
 314 132.3 750.7 2314
 315 131.2 751.8 2313
 316 130.1 752.9 2603
 317 129.1 753.9 2600
 318 128.0 755.0 2602
 319 127.0 756.0 2601
 320 126.0 757.0 2059
 321 124.9 758.1 2056
 322 123.9 759.1 2058
 323 122.8 760.2 2057
 324 121.8 761.2 2667
 325 120.8 762.2 2664
 326 119.7 763.3 2666
 327 118.8 764.2 2665
