  0 840.3  42.7 3.5 2067
  1 836.8  46.2 3.5 2064
  2 833.2  49.8 3.5 2066
  3 829.7  53.3 3.5 2065
  4 826.1  56.9 3.5 2867
  5 822.5  60.5 3.5 2864
  6 819.0  64.0 3.5 2866
  7 815.4  67.6 3.5 2865
  8 811.6  71.4 3.5 2355
  9 808.1  74.9 3.5 2352
 10 804.6  78.4 3.5 2354
 11 801.1  81.9 3.4 2353
 12 797.6  85.4 3.4 2003
 13 794.1  88.9 3.4 2000
 14 790.6  92.4 3.4 2002
 15 787.1  95.9 3.4 2001
 16 783.4  99.6 3.4 2611
 17 779.9 103.1 3.4 2608
 18 776.5 106.5 3.4 2610
 19 773.1 109.9 3.4 2609
 20 769.6 113.4 3.4 2323
 21 766.2 116.8 3.4 2320
 22 762.8 120.2 3.4 2322
 23 759.4 123.6 3.4 2321
 24 755.7 127.3 3.3 2291
 25 752.4 130.6 3.3 2288
 26 749.0 134.0 3.3 2290
 27 745.6 137.4 3.3 2289
 28 742.3 140.7 3.3 2579
 29 738.9 144.1 3.3 2576
 30 735.6 147.4 3.3 2578
 31 732.2 150.8 3.3 2577
 32 728.7 154.3 3.3 2035
 33 725.5 157.5 3.3 2032
 34 722.2 160.8 3.3 2034
 35 718.9 164.1 3.3 2033
 36 715.6 167.4 3.3 2643
 37 712.4 170.6 3.2 2640
 38 709.1 173.9 3.2 2642
 39 705.8 177.2 3.2 2641
 40 702.4 180.6 3.2 2931
 41 699.2 183.8 3.2 2928
 42 696.0 187.0 3.2 2930
 43 692.9 190.1 3.2 2929
 44 689.7 193.3 3.2 2899
 45 686.5 196.5 3.2 2896
 46 683.3 199.7 3.2 2898
 47 680.1 202.9 3.2 2897
 48 676.9 206.1 3.2 2071
 49 673.8 209.2 3.1 2068
 50 670.6 212.4 3.1 2070
 51 667.5 215.5 3.1 2069
 52 664.4 218.6 3.1 2871
 53 661.4 221.6 3.1 2868
 54 658.3 224.7 3.1 2870
 55 655.2 227.8 3.1 2869
 56 652.0 231.0 3.1 2359
 57 649.0 234.0 3.1 2356
 58 646.0 237.0 3.1 2358
 59 643.0 240.0 3.1 2357
 60 640.0 243.0 3.1 2007
 61 637.0 246.0 3.1 2004
 62 634.0 249.0 3.0 2006
 63 631.0 252.0 3.0 2005
 64 628.0 255.0 3.0 2615
 65 625.0 258.0 3.0 2612
 66 622.1 260.9 3.0 2614
 67 619.1 263.9 3.0 2613
 68 616.2 266.8 3.0 2327
 69 613.3 269.7 3.0 2324
 70 610.4 272.6 3.0 2326
 71 607.5 275.5 3.0 2325
 72 604.6 278.4 3.0 2295
 73 601.8 281.2 3.0 2292
 74 598.9 284.1 3.0 2294
 75 596.1 286.9 2.9 2293
 76 593.2 289.8 2.9 2583
 77 590.4 292.6 2.9 2580
 78 587.6 295.4 2.9 2582
 79 584.8 298.2 2.9 2581
 80 582.0 301.0 2.9 2039
 81 579.2 303.8 2.9 2036
 82 576.5 306.5 2.9 2038
 83 573.7 309.3 2.9 2037
 84 571.0 312.0 2.9 2647
 85 568.2 314.8 2.9 2644
 86 565.5 317.5 2.9 2646
 87 562.8 320.2 2.9 2645
 88 560.1 322.9 2.8 2935
 89 557.4 325.6 2.8 2932
 90 554.7 328.3 2.8 2934
 91 552.0 331.0 2.8 2933
 92 549.4 333.6 2.8 2903
 93 546.7 336.3 2.8 2900
 94 544.1 338.9 2.8 2902
 95 541.5 341.5 2.8 2901
 96 538.9 344.1 2.8 2075
 97 536.2 346.8 2.8 2072
 98 533.6 349.4 2.8 2074
 99 531.1 351.9 2.8 2073
100 528.5 354.5 2.7 2875
101 525.9 357.1 2.7 2872
102 523.4 359.6 2.7 2874
103 520.8 362.2 2.7 2873
104 518.3 364.7 2.7 2363
105 515.8 367.2 2.7 2360
106 513.2 369.8 2.7 2362
107 510.7 372.3 2.7 2361
108 508.2 374.8 2.7 2011
109 505.7 377.3 2.7 2008
110 503.2 379.8 2.7 2010
111 500.8 382.2 2.7 2009
112 498.4 384.6 2.7 2619
113 495.9 387.1 2.6 2616
114 493.5 389.5 2.6 2618
115 491.0 392.0 2.6 2617
116 488.6 394.4 2.6 2331
117 486.2 396.8 2.6 2328
118 483.8 399.2 2.6 2330
119 481.4 401.6 2.6 2329
120 479.1 403.9 2.6 2299
121 476.7 406.3 2.6 2296
122 474.3 408.7 2.6 2298
123 471.9 411.1 2.6 2297
124 469.6 413.4 2.6 2587
125 467.2 415.8 2.6 2584
126 464.9 418.1 2.5 2586
127 462.6 420.4 2.5 2585
128 460.3 422.7 2.5 2043
129 458.0 425.0 2.5 2040
130 455.7 427.3 2.5 2042
131 453.4 429.6 2.5 2041
132 451.1 431.9 2.5 2651
133 448.9 434.1 2.5 2648
134 446.6 436.4 2.5 2650
135 444.3 438.7 2.5 2649
136 442.2 440.8 2.5 2939
137 439.9 443.1 2.5 2936
138 437.7 445.3 2.5 2938
139 435.5 447.5 2.4 2937
140 433.2 449.8 2.4 2907
141 431.0 452.0 2.4 2904
142 428.8 454.2 2.4 2906
143 426.6 456.4 2.4 2905
144 424.6 458.4 2.4 2079
145 422.4 460.6 2.4 2076
146 420.2 462.8 2.4 2078
147 418.0 465.0 2.4 2077
148 415.9 467.1 2.4 2879
149 413.7 469.3 2.4 2876
150 411.6 471.4 2.4 2878
151 409.5 473.5 2.3 2877
152 407.5 475.5 2.3 2367
153 405.3 477.7 2.3 2364
154 403.2 479.8 2.3 2366
155 401.1 481.9 2.3 2365
156 399.0 484.0 2.3 2015
157 396.9 486.1 2.3 2012
158 394.9 488.1 2.3 2014
159 392.8 490.2 2.3 2013
160 390.9 492.1 2.3 2623
161 388.8 494.2 2.3 2620
162 386.7 496.3 2.3 2622
163 384.7 498.3 2.3 2621
164 382.6 500.4 2.2 2335
165 380.6 502.4 2.2 2332
166 378.6 504.4 2.2 2334
167 376.6 506.4 2.2 2333
168 374.7 508.3 2.2 2303
169 372.7 510.3 2.2 2300
170 370.7 512.3 2.2 2302
171 368.7 514.3 2.2 2301
172 366.7 516.3 2.2 2591
173 364.8 518.2 2.2 2588
174 362.8 520.2 2.2 2590
175 360.9 522.1 2.2 2589
176 359.1 523.9 2.2 2047
177 357.1 525.9 2.1 2044
178 355.1 527.9 2.1 2046
179 353.2 529.8 2.1 2045
180 351.3 531.7 2.1 2655
181 349.4 533.6 2.1 2652
182 347.5 535.5 2.1 2654
183 345.6 537.4 2.1 2653
184 343.8 539.2 2.1 2943
185 341.9 541.1 2.1 2940
186 340.0 543.0 2.1 2942
187 338.1 544.9 2.1 2941
188 336.3 546.7 2.1 2911
189 334.4 548.6 2.1 2908
190 332.5 550.5 2.0 2910
191 330.7 552.3 2.0 2909
192 329.0 554.0 2.0 2083
193 327.1 555.9 2.0 2080
194 325.3 557.7 2.0 2082
195 323.5 559.5 2.0 2081
196 321.6 561.4 2.0 2883
197 319.8 563.2 2.0 2880
198 318.0 565.0 2.0 2882
199 316.2 566.8 2.0 2881
200 314.6 568.4 2.0 2371
201 312.8 570.2 2.0 2368
202 311.0 572.0 2.0 2370
203 309.2 573.8 1.9 2369
204 307.4 575.6 1.9 2019
205 305.7 577.3 1.9 2016
206 303.9 579.1 1.9 2018
207 302.2 580.8 1.9 2017
208 300.6 582.4 1.9 2627
209 298.8 584.2 1.9 2624
210 297.1 585.9 1.9 2626
211 295.4 587.6 1.9 2625
212 293.6 589.4 1.9 2339
213 291.9 591.1 1.9 2336
214 290.2 592.8 1.9 2338
215 288.5 594.5 1.8 2337
216 287.0 596.0 1.8 2307
217 285.3 597.7 1.8 2304
218 283.6 599.4 1.8 2306
219 281.9 601.1 1.8 2305
220 280.2 602.8 1.8 2595
221 278.5 604.5 1.8 2592
222 276.9 606.1 1.8 2594
223 275.2 607.8 1.8 2593
224 273.7 609.3 1.8 2051
225 272.1 610.9 1.8 2048
226 270.4 612.6 1.8 2050
227 268.8 614.2 1.8 2049
228 267.1 615.9 1.7 2659
229 265.5 617.5 1.7 2656
230 263.9 619.1 1.7 2658
231 262.3 620.7 1.7 2657
232 260.9 622.1 1.7 2947
233 259.2 623.8 1.7 2944
234 257.6 625.4 1.7 2946
235 256.0 627.0 1.7 2945
236 254.4 628.6 1.7 2915
237 252.8 630.2 1.7 2912
238 251.3 631.7 1.7 2914
239 249.7 633.3 1.7 2913
240 248.3 634.7 1.7 2087
241 246.8 636.2 1.6 2084
242 245.2 637.8 1.6 2086
243 243.6 639.4 1.6 2085
244 242.1 640.9 1.6 2887
245 240.5 642.5 1.6 2884
246 239.0 644.0 1.6 2886
247 237.5 645.5 1.6 2885
248 236.2 646.8 1.6 2375
249 234.6 648.4 1.6 2372
250 233.1 649.9 1.6 2374
251 231.6 651.4 1.6 2373
252 230.1 652.9 1.6 2023
253 228.6 654.4 1.6 2020
254 227.1 655.9 1.5 2022
255 225.6 657.4 1.5 2021
256 224.3 658.7 1.5 2631
257 222.8 660.2 1.5 2628
258 221.3 661.7 1.5 2630
259 219.9 663.1 1.5 2629
260 218.4 664.6 1.5 2343
261 216.9 666.1 1.5 2340
262 215.5 667.5 1.5 2342
263 214.1 668.9 1.5 2341
264 212.8 670.2 1.5 2311
265 211.4 671.6 1.5 2308
266 209.9 673.1 1.4 2310
267 208.5 674.5 1.4 2309
268 207.1 675.9 1.4 2599
269 205.7 677.3 1.4 2596
270 204.3 678.7 1.4 2598
271 202.9 680.1 1.4 2597
272 201.7 681.3 1.4 2055
273 200.3 682.7 1.4 2052
274 198.9 684.1 1.4 2054
275 197.5 685.5 1.4 2053
276 196.1 686.9 1.4 2663
277 194.7 688.3 1.4 2660
278 193.4 689.6 1.4 2662
279 192.0 691.0 1.3 2661
280 190.9 692.1 1.3 2951
281 189.5 693.5 1.3 2948
282 188.1 694.9 1.3 2950
283 186.8 696.2 1.3 2949
284 185.4 697.6 1.3 2919
285 184.1 698.9 1.3 2916
286 182.8 700.2 1.3 2918
287 181.5 701.5 1.3 2917
288 180.4 702.6 1.3 2091
289 179.0 704.0 1.3 2088
290 177.7 705.3 1.3 2090
291 176.4 706.6 1.3 2089
292 175.1 707.9 1.2 2891
293 173.8 709.2 1.2 2888
294 172.5 710.5 1.2 2890
295 171.3 711.7 1.2 2889
296 170.2 712.8 1.2 2379
297 168.9 714.1 1.2 2376
298 167.6 715.4 1.2 2378
299 166.4 716.6 1.2 2377
300 165.1 717.9 1.2 2027
301 163.9 719.1 1.2 2024
302 162.6 720.4 1.2 2026
303 161.4 721.6 1.2 2025
304 160.4 722.6 1.2 2635
305 159.1 723.9 1.1 2632
306 157.9 725.1 1.1 2634
307 156.7 726.3 1.1 2633
308 155.4 727.6 1.1 2347
309 154.2 728.8 1.1 2344
310 153.1 729.9 1.1 2346
311 151.9 731.1 1.1 2345
312 150.9 732.1 1.1 2315
313 149.7 733.3 1.1 2312
314 148.5 734.5 1.1 2314
315 147.3 735.7 1.1 2313
316 146.1 736.9 1.1 2603
317 144.9 738.1 1.0 2600
318 143.8 739.2 1.0 2602
319 142.7 740.3 1.0 2601
320 141.7 741.3 1.0 2059
321 140.5 742.5 1.0 2056
322 139.4 743.6 1.0 2058
323 138.2 744.8 1.0 2057
324 137.1 745.9 1.0 2667
325 136.0 747.0 1.0 2664
326 134.9 748.1 1.0 2666
